"","V3","V4"
"1","m/z","RT"
"22187","707.5605","8.63"
"22188","753.5486","8.63"
"22189","798.6060","8.63"
"22190","809.5785","8.63"
"22191","899.6056","8.63"
"22192","524.5047","8.64"
"22193","529.4599","8.64"
"22194","575.3403","8.64"
"22195","615.3817","8.64"
"22196","655.4580","8.64"
"22197","679.5467","8.64"
"22198","695.5216","8.64"
"22199","747.5380","8.64"
"22200","753.5868","8.64"
"22201","792.5943","8.64"
"22202","821.5755","8.64"
"22203","859.1173","8.64"
"22204","903.4570","8.64"
"22205","247.2416","8.65"
"22206","383.3671","8.65"
"22207","461.4327","8.65"
"22208","486.4519","8.65"
"22209","586.5394","8.65"
"22210","600.5337","8.65"
"22211","612.5325","8.65"
"22212","623.5010","8.65"
"22213","628.5070","8.65"
"22214","672.5561","8.65"
"22215","674.5910","8.65"
"22216","677.5114","8.65"
"22217","693.4834","8.65"
"22218","693.5282","8.65"
"22219","699.4936","8.65"
"22220","709.5026","8.65"
"22221","738.5636","8.65"
"22222","767.4806","8.65"
"22223","770.6134","8.65"
"22224","797.9292","8.65"
"22225","812.4885","8.65"
"22226","835.4689","8.65"
"22227","962.6765","8.65"
"22228","967.6323","8.65"
"22229","305.2464","8.66"
"22230","359.2944","8.66"
"22231","414.3004","8.66"
"22232","497.4568","8.66"
"22233","507.3609","8.66"
"22234","514.4834","8.66"
"22235","523.4723","8.66"
"22236","593.5484","8.66"
"22237","599.4070","8.66"
"22238","601.4798","8.66"
"22239","611.5602","8.66"
"22240","622.4848","8.66"
"22241","628.5871","8.66"
"22242","629.4540","8.66"
"22243","639.4745","8.66"
"22244","642.6024","8.66"
"22245","647.0084","8.66"
"22246","649.5163","8.66"
"22247","656.6165","8.66"
"22248","669.6132","8.66"
"22249","684.6487","8.66"
"22250","685.6131","8.66"
"22251","707.5941","8.66"
"22252","718.5816","8.66"
"22253","723.5379","8.66"
"22254","723.5739","8.66"
"22255","728.5540","8.66"
"22256","739.5116","8.66"
"22257","798.2639","8.66"
"22258","838.5801","8.66"
"22259","959.7846","8.66"
"22260","285.2425","8.67"
"22261","505.4236","8.67"
"22262","511.4722","8.67"
"22263","591.4408","8.67"
"22264","607.5075","8.67"
"22265","613.4240","8.67"
"22266","623.5440","8.67"
"22267","629.3981","8.67"
"22268","649.4955","8.67"
"22269","727.4688","8.67"
"22270","756.8027","8.67"
"22271","824.6193","8.67"
"22272","925.6554","8.67"
"22273","603.2067","8.68"
"22274","617.4537","8.68"
"22275","635.5219","8.68"
"22276","491.4823","8.69"
"22277","524.5406","8.69"
"22278","531.4749","8.69"
"22279","547.4493","8.69"
"22280","547.4681","8.69"
"22281","552.4320","8.69"
"22282","579.4740","8.69"
"22283","586.5177","8.69"
"22284","611.4442","8.69"
"22285","614.5226","8.69"
"22286","688.4987","8.69"
"22287","703.4687","8.69"
"22288","785.5527","8.69"
"22289","934.6829","8.69"
"22290","956.6648","8.69"
"22291","526.4883","8.70"
"22292","541.4827","8.70"
"22293","546.5229","8.70"
"22294","566.4888","8.70"
"22295","579.4390","8.70"
"22296","583.4511","8.70"
"22297","584.5019","8.70"
"22298","595.9672","8.70"
"22299","626.5124","8.70"
"22300","635.5025","8.70"
"22301","647.4401","8.70"
"22302","649.4586","8.70"
"22303","651.4946","8.70"
"22304","661.5374","8.70"
"22305","697.5371","8.70"
"22306","704.5328","8.70"
"22307","767.4328","8.70"
"22308","776.5467","8.70"
"22309","787.5725","8.70"
"22310","793.0778","8.70"
"22311","814.5888","8.70"
"22312","815.0907","8.70"
"22313","214.1225","8.71"
"22314","257.2111","8.71"
"22315","341.3050","8.71"
"22316","462.4308","8.71"
"22317","483.3605","8.71"
"22318","544.4165","8.71"
"22319","544.5084","8.71"
"22320","545.4547","8.71"
"22321","565.3443","8.71"
"22322","584.5617","8.71"
"22323","595.4684","8.71"
"22324","646.5596","8.71"
"22325","658.5985","8.71"
"22326","687.5525","8.71"
"22327","693.5632","8.71"
"22328","699.5740","8.71"
"22329","709.5375","8.71"
"22330","726.6056","8.71"
"22331","767.6169","8.71"
"22332","477.4071","8.72"
"22333","527.3888","8.72"
"22334","549.3698","8.72"
"22335","553.4988","8.72"
"22336","561.4290","8.72"
"22337","561.9310","8.72"
"22338","593.4915","8.72"
"22339","596.5242","8.72"
"22340","671.5001","8.72"
"22341","676.6074","8.72"
"22342","782.5663","8.72"
"22343","798.5400","8.72"
"22344","907.5338","8.72"
"22345","923.5078","8.72"
"22346","372.0468","8.73"
"22347","387.3623","8.73"
"22348","401.3778","8.73"
"22349","472.4516","8.73"
"22350","492.3112","8.73"
"22351","535.4478","8.73"
"22352","538.4912","8.73"
"22353","559.4693","8.73"
"22354","569.4920","8.73"
"22355","579.2027","8.73"
"22356","586.2063","8.73"
"22357","633.5645","8.73"
"22358","682.5475","8.73"
"22359","691.5474","8.73"
"22360","709.5122","8.73"
"22361","743.5767","8.73"
"22362","788.5571","8.73"
"22363","811.6193","8.73"
"22364","850.5537","8.73"
"22365","883.6470","8.73"
"22366","885.5520","8.73"
"22367","918.5422","8.73"
"22368","943.6036","8.73"
"22369","238.0638","8.74"
"22370","279.1582","8.74"
"22371","369.3517","8.74"
"22372","479.4823","8.74"
"22373","502.4041","8.74"
"22374","519.4751","8.74"
"22375","534.4579","8.74"
"22376","549.4283","8.74"
"22377","573.9539","8.74"
"22378","583.4672","8.74"
"22379","606.5452","8.74"
"22380","607.4330","8.74"
"22381","681.5635","8.74"
"22382","761.5533","8.74"
"22383","777.5266","8.74"
"22384","834.6457","8.74"
"22385","906.6497","8.74"
"22386","911.6047","8.74"
"22387","946.4645","8.74"
"22388","968.4467","8.74"
"22389","214.1210","8.75"
"22390","299.2579","8.75"
"22391","313.2735","8.75"
"22392","327.2892","8.75"
"22393","331.2840","8.75"
"22394","479.4447","8.75"
"22395","549.2094","8.75"
"22396","573.4524","8.75"
"22397","573.5316","8.75"
"22398","589.5388","8.75"
"22399","599.5027","8.75"
"22400","663.4962","8.75"
"22401","676.5842","8.75"
"22402","679.4687","8.75"
"22403","681.5422","8.75"
"22404","688.6084","8.75"
"22405","704.6195","8.75"
"22406","717.6147","8.75"
"22407","744.5912","8.75"
"22408","756.5986","8.75"
"22409","779.5636","8.75"
"22410","795.5377","8.75"
"22411","878.6916","8.75"
"22412","245.2259","8.76"
"22413","247.2415","8.76"
"22414","335.2581","8.76"
"22415","489.4077","8.76"
"22416","505.4958","8.76"
"22417","551.5510","8.76"
"22418","621.5577","8.76"
"22419","624.6044","8.76"
"22420","630.5249","8.76"
"22421","634.9538","8.76"
"22422","662.5707","8.76"
"22423","665.5540","8.76"
"22424","682.5965","8.76"
"22425","768.5894","8.76"
"22426","774.6091","8.76"
"22427","775.4704","8.76"
"22428","790.5703","8.76"
"22429","843.4564","8.76"
"22430","911.4439","8.76"
"22431","925.6216","8.76"
"22432","263.2367","8.77"
"22433","281.2472","8.77"
"22434","337.2732","8.77"
"22435","443.3867","8.77"
"22436","483.5138","8.77"
"22437","500.5403","8.77"
"22438","521.4691","8.77"
"22439","545.4926","8.77"
"22440","548.5402","8.77"
"22441","563.5029","8.77"
"22442","566.5507","8.77"
"22443","580.5296","8.77"
"22444","585.4851","8.77"
"22445","588.5325","8.77"
"22446","592.5668","8.77"
"22447","594.5459","8.77"
"22448","601.4593","8.77"
"22449","604.5069","8.77"
"22450","617.5137","8.77"
"22451","618.5454","8.77"
"22452","634.1156","8.77"
"22453","634.4987","8.77"
"22454","675.4516","8.77"
"22455","675.5666","8.77"
"22456","676.5700","8.77"
"22457","707.4835","8.77"
"22458","739.5986","8.77"
"22459","743.4390","8.77"
"22460","801.6151","8.77"
"22461","920.6672","8.77"
"22462","459.3607","8.78"
"22463","549.4879","8.78"
"22464","557.4889","8.78"
"22465","589.5219","8.78"
"22466","610.5756","8.78"
"22467","614.5207","8.78"
"22468","655.4695","8.78"
"22469","864.5950","8.78"
"22470","405.3706","8.79"
"22471","438.4313","8.79"
"22472","551.4393","8.79"
"22473","551.9413","8.79"
"22474","580.5656","8.79"
"22475","685.5161","8.79"
"22476","698.5717","8.79"
"22477","701.4903","8.79"
"22478","718.6345","8.79"
"22479","772.6292","8.79"
"22480","828.6265","8.79"
"22481","842.6713","8.79"
"22482","950.6779","8.79"
"22483","955.6330","8.79"
"22484","1084.8437","8.79"
"22485","271.2418","8.80"
"22486","335.2581","8.80"
"22487","527.4830","8.80"
"22488","535.4275","8.80"
"22489","537.4875","8.80"
"22490","567.4752","8.80"
"22491","583.4493","8.80"
"22492","602.5483","8.80"
"22493","647.4586","8.80"
"22494","698.6080","8.80"
"22495","723.5903","8.80"
"22496","794.6083","8.80"
"22497","810.5878","8.80"
"22498","913.6206","8.80"
"22499","355.2631","8.81"
"22500","373.2738","8.81"
"22501","375.2900","8.81"
"22502","533.4542","8.81"
"22503","542.5142","8.81"
"22504","556.5286","8.81"
"22505","561.4872","8.81"
"22506","569.5253","8.81"
"22507","578.5130","8.81"
"22508","596.5244","8.81"
"22509","599.4432","8.81"
"22510","605.4542","8.81"
"22511","626.5698","8.81"
"22512","627.4744","8.81"
"22513","631.5283","8.81"
"22514","648.5555","8.81"
"22515","657.5438","8.81"
"22516","665.5698","8.81"
"22517","674.5713","8.81"
"22518","685.5167","8.81"
"22519","733.6219","8.81"
"22520","769.4969","8.81"
"22521","837.4853","8.81"
"22522","860.6580","8.81"
"22523","908.6655","8.81"
"22524","943.6345","8.81"
"22525","423.3986","8.82"
"22526","425.4060","8.82"
"22527","511.4722","8.82"
"22528","549.4287","8.82"
"22529","550.5220","8.82"
"22530","598.5417","8.82"
"22531","617.4542","8.82"
"22532","647.4981","8.82"
"22533","687.5526","8.82"
"22534","693.5284","8.82"
"22535","695.5024","8.82"
"22536","703.5267","8.82"
"22537","709.5030","8.82"
"22538","748.5836","8.82"
"22539","749.5530","8.82"
"22540","758.6208","8.82"
"22541","761.5294","8.82"
"22542","779.5990","8.82"
"22543","864.6538","8.82"
"22544","414.3006","8.83"
"22545","441.2669","8.83"
"22546","455.2827","8.83"
"22547","514.4823","8.83"
"22548","518.3516","8.83"
"22549","528.4990","8.83"
"22550","529.4261","8.83"
"22551","529.9282","8.83"
"22552","572.5056","8.83"
"22553","591.5257","8.83"
"22554","601.4229","8.83"
"22555","615.4749","8.83"
"22556","628.5298","8.83"
"22557","632.5466","8.83"
"22558","639.4410","8.83"
"22559","640.5857","8.83"
"22560","655.4153","8.83"
"22561","685.4797","8.83"
"22562","689.5102","8.83"
"22563","716.5831","8.83"
"22564","721.4992","8.83"
"22565","723.5179","8.83"
"22566","729.4839","8.83"
"22567","737.5082","8.83"
"22568","753.4820","8.83"
"22569","755.6029","8.83"
"22570","765.5263","8.83"
"22571","852.5206","8.83"
"22572","1040.8181","8.83"
"22573","501.3243","8.84"
"22574","515.4465","8.84"
"22575","538.5209","8.84"
"22576","572.5256","8.84"
"22577","611.5012","8.84"
"22578","619.4671","8.84"
"22579","701.4534","8.84"
"22580","705.4842","8.84"
"22581","736.6217","8.84"
"22582","790.2472","8.84"
"22583","814.5043","8.84"
"22584","821.5816","8.84"
"22585","834.6002","8.84"
"22586","903.5387","8.84"
"22587","519.4374","8.85"
"22588","521.4563","8.85"
"22589","537.4286","8.85"
"22590","551.5013","8.85"
"22591","577.4806","8.85"
"22592","593.4544","8.85"
"22593","615.5538","8.85"
"22594","622.5405","8.85"
"22595","632.2276","8.85"
"22596","646.5171","8.85"
"22597","707.5458","8.85"
"22598","763.5679","8.85"
"22599","918.6874","8.85"
"22600","924.6442","8.85"
"22601","214.9177","8.86"
"22602","397.3829","8.86"
"22603","509.5292","8.86"
"22604","519.4745","8.86"
"22605","526.5555","8.86"
"22606","531.5111","8.86"
"22607","553.4030","8.86"
"22608","560.5390","8.86"
"22609","590.4852","8.86"
"22610","605.5153","8.86"
"22611","610.5169","8.86"
"22612","611.4798","8.86"
"22613","614.4264","8.86"
"22614","617.3966","8.86"
"22615","618.5449","8.86"
"22616","623.5009","8.86"
"22617","627.4950","8.86"
"22618","629.5283","8.86"
"22619","643.4696","8.86"
"22620","644.8327","8.86"
"22621","689.5835","8.86"
"22622","702.6026","8.86"
"22623","703.5627","8.86"
"22624","716.5235","8.86"
"22625","739.5290","8.86"
"22626","844.6863","8.86"
"22627","940.6697","8.86"
"22628","353.2673","8.87"
"22629","418.3230","8.87"
"22630","426.4310","8.87"
"22631","431.3869","8.87"
"22632","497.4926","8.87"
"22633","505.4376","8.87"
"22634","561.4648","8.87"
"22635","567.5151","8.87"
"22636","587.4432","8.87"
"22637","630.4601","8.87"
"22638","631.5266","8.87"
"22639","631.9763","8.87"
"22640","647.4587","8.87"
"22641","651.4392","8.87"
"22642","668.4287","8.87"
"22643","668.9305","8.87"
"22644","714.6243","8.87"
"22645","735.5536","8.87"
"22646","738.6238","8.87"
"22647","824.5557","8.87"
"22648","214.1743","8.88"
"22649","465.3711","8.88"
"22650","467.4825","8.88"
"22651","487.4479","8.88"
"22652","489.4644","8.88"
"22653","503.4216","8.88"
"22654","545.4915","8.88"
"22655","571.4694","8.88"
"22656","600.5546","8.88"
"22657","621.4842","8.88"
"22658","658.4737","8.88"
"22659","671.5004","8.88"
"22660","685.4150","8.88"
"22661","691.4688","8.88"
"22662","725.5714","8.88"
"22663","803.5423","8.88"
"22664","808.5819","8.88"
"22665","816.5828","8.88"
"22666","838.6371","8.88"
"22667","854.6111","8.88"
"22668","876.5690","8.88"
"22669","996.7919","8.88"
"22670","305.2461","8.89"
"22671","482.4923","8.89"
"22672","595.5043","8.89"
"22673","610.1841","8.89"
"22674","654.6021","8.89"
"22675","659.5237","8.89"
"22676","661.5389","8.89"
"22677","681.5402","8.89"
"22678","782.6136","8.89"
"22679","790.6173","8.89"
"22680","816.6556","8.89"
"22681","867.6524","8.89"
"22682","873.4403","8.89"
"22683","214.1189","8.90"
"22684","339.2689","8.90"
"22685","357.2786","8.90"
"22686","375.2897","8.90"
"22687","550.5559","8.90"
"22688","568.5666","8.90"
"22689","571.5768","8.90"
"22690","590.5471","8.90"
"22691","606.5221","8.90"
"22692","609.4657","8.90"
"22693","626.6202","8.90"
"22694","629.4566","8.90"
"22695","648.5559","8.90"
"22696","653.5115","8.90"
"22697","661.5159","8.90"
"22698","669.4835","8.90"
"22699","675.4948","8.90"
"22700","695.5022","8.90"
"22701","720.5879","8.90"
"22702","721.4992","8.90"
"22703","742.5713","8.90"
"22704","743.4810","8.90"
"22705","758.5447","8.90"
"22706","770.6043","8.90"
"22707","783.6350","8.90"
"22708","803.6301","8.90"
"22709","805.4517","8.90"
"22710","805.5813","8.90"
"22711","810.5616","8.90"
"22712","811.4684","8.90"
"22713","821.5529","8.90"
"22714","941.4279","8.90"
"22715","947.4448","8.90"
"22716","951.6366","8.90"
"22717","1015.4319","8.90"
"22718","359.2938","8.91"
"22719","505.4234","8.91"
"22720","525.4879","8.91"
"22721","553.4980","8.91"
"22722","574.5566","8.91"
"22723","578.5520","8.91"
"22724","593.4908","8.91"
"22725","593.5704","8.91"
"22726","655.5248","8.91"
"22727","684.5912","8.91"
"22728","695.5782","8.91"
"22729","735.5747","8.91"
"22730","800.6243","8.91"
"22731","879.4568","8.91"
"22732","964.6929","8.91"
"22733","969.6483","8.91"
"22734","500.4674","8.92"
"22735","510.3220","8.92"
"22736","540.5368","8.92"
"22737","569.4906","8.92"
"22738","575.5030","8.92"
"22739","585.4655","8.92"
"22740","616.5567","8.92"
"22741","652.5275","8.92"
"22742","656.5604","8.92"
"22743","669.5548","8.92"
"22744","698.6439","8.92"
"22745","707.5786","8.92"
"22746","724.5879","8.92"
"22747","737.5532","8.92"
"22748","742.5364","8.92"
"22749","744.6497","8.92"
"22750","749.6047","8.92"
"22751","753.5271","8.92"
"22752","1002.7046","8.92"
"22753","216.9223","8.93"
"22754","416.3159","8.93"
"22755","509.4932","8.93"
"22756","526.5199","8.93"
"22757","530.5018","8.93"
"22758","531.4749","8.93"
"22759","628.5296","8.93"
"22760","666.6034","8.93"
"22761","715.5982","8.93"
"22762","720.5546","8.93"
"22763","732.5976","8.93"
"22764","751.4717","8.93"
"22765","887.4444","8.93"
"22766","944.7024","8.93"
"22767","952.7654","8.93"
"22768","980.7236","8.93"
"22769","271.2418","8.94"
"22770","311.2582","8.94"
"22771","580.5668","8.94"
"22772","624.5356","8.94"
"22773","660.5560","8.94"
"22774","690.6239","8.94"
"22775","774.6001","8.94"
"22776","313.2734","8.95"
"22777","337.2734","8.95"
"22778","411.3620","8.95"
"22779","439.3776","8.95"
"22780","537.4869","8.95"
"22781","559.4690","8.95"
"22782","575.4423","8.95"
"22783","585.5240","8.95"
"22784","592.5406","8.95"
"22785","593.5136","8.95"
"22786","600.5198","8.95"
"22787","605.4750","8.95"
"22788","620.5610","8.95"
"22789","621.4486","8.95"
"22790","624.5559","8.95"
"22791","631.4693","8.95"
"22792","641.5461","8.95"
"22793","659.6016","8.95"
"22794","665.5596","8.95"
"22795","673.4598","8.95"
"22796","680.6172","8.95"
"22797","683.4826","8.95"
"22798","711.6277","8.95"
"22799","749.5813","8.95"
"22800","756.6344","8.95"
"22801","774.6457","8.95"
"22802","818.5568","8.95"
"22803","819.4574","8.95"
"22804","842.6710","8.95"
"22805","864.6530","8.95"
"22806","880.6237","8.95"
"22807","892.5332","8.95"
"22808","216.9222","8.96"
"22809","383.3151","8.96"
"22810","597.4415","8.96"
"22811","625.5167","8.96"
"22812","628.5482","8.96"
"22813","642.4937","8.96"
"22814","914.8252","8.96"
"22815","299.2580","8.97"
"22816","415.3942","8.97"
"22817","466.2987","8.97"
"22818","493.4980","8.97"
"22819","503.4434","8.97"
"22820","505.4981","8.97"
"22821","511.5088","8.97"
"22822","528.5353","8.97"
"22823","533.4906","8.97"
"22824","542.1809","8.97"
"22825","542.5505","8.97"
"22826","545.4908","8.97"
"22827","557.0227","8.97"
"22828","606.5229","8.97"
"22829","663.5525","8.97"
"22830","772.5514","8.97"
"22831","779.5638","8.97"
"22832","803.8288","8.97"
"22833","804.1633","8.97"
"22834","804.4974","8.97"
"22835","837.4846","8.97"
"22836","226.2531","8.98"
"22837","247.2414","8.98"
"22838","271.2622","8.98"
"22839","423.3614","8.98"
"22840","503.4798","8.98"
"22841","556.5284","8.98"
"22842","561.4657","8.98"
"22843","561.4850","8.98"
"22844","577.4587","8.98"
"22845","584.5592","8.98"
"22846","592.5411","8.98"
"22847","646.7381","8.98"
"22848","674.5715","8.98"
"22849","679.5270","8.98"
"22850","701.5090","8.98"
"22851","719.4394","8.98"
"22852","769.4968","8.98"
"22853","800.6598","8.98"
"22854","820.6216","8.98"
"22855","822.6421","8.98"
"22856","905.4727","8.98"
"22857","908.7392","8.98"
"22858","967.4434","8.98"
"22859","973.4601","8.98"
"22860","212.2372","8.99"
"22861","265.2524","8.99"
"22862","310.3098","8.99"
"22863","411.3989","8.99"
"22864","502.4611","8.99"
"22865","507.4165","8.99"
"22866","521.4926","8.99"
"22867","523.3904","8.99"
"22868","539.5034","8.99"
"22869","557.4002","8.99"
"22870","561.4663","8.99"
"22871","564.5335","8.99"
"22872","565.5666","8.99"
"22873","570.5449","8.99"
"22874","587.5481","8.99"
"22875","596.6088","8.99"
"22876","603.5222","8.99"
"22877","610.6236","8.99"
"22878","611.5796","8.99"
"22879","618.5828","8.99"
"22880","623.6195","8.99"
"22881","638.6557","8.99"
"22882","681.4289","8.99"
"22883","684.5558","8.99"
"22884","689.5107","8.99"
"22885","784.6345","8.99"
"22886","789.5846","8.99"
"22887","1006.7394","8.99"
"22888","1028.7217","8.99"
"22889","525.4876","9.00"
"22890","550.2176","9.00"
"22891","602.5489","9.00"
"22892","641.5677","9.00"
"22893","648.5323","9.00"
"22894","663.5554","9.00"
"22895","669.4849","9.00"
"22896","705.4845","9.00"
"22897","711.5542","9.00"
"22898","725.5699","9.00"
"22899","778.6163","9.00"
"22900","827.5465","9.00"
"22901","849.5283","9.00"
"22902","865.5013","9.00"
"22903","613.4584","9.01"
"22904","661.4388","9.01"
"22905","707.5773","9.01"
"22906","717.5439","9.01"
"22907","728.6209","9.01"
"22908","846.6437","9.01"
"22909","497.4365","9.02"
"22910","547.4697","9.02"
"22911","563.4438","9.02"
"22912","600.5722","9.02"
"22913","603.4961","9.02"
"22914","605.4572","9.02"
"22915","614.5491","9.02"
"22916","619.4700","9.02"
"22917","622.4851","9.02"
"22918","627.4400","9.02"
"22919","637.4575","9.02"
"22920","657.5428","9.02"
"22921","663.5552","9.02"
"22922","679.5650","9.02"
"22923","689.5683","9.02"
"22924","703.5246","9.02"
"22925","705.5427","9.02"
"22926","741.5413","9.02"
"22927","760.5519","9.02"
"22928","809.6515","9.02"
"22929","836.5735","9.02"
"22930","892.6472","9.02"
"22931","990.7081","9.02"
"22932","214.9175","9.03"
"22933","240.2690","9.03"
"22934","285.2424","9.03"
"22935","441.3732","9.03"
"22936","519.4182","9.03"
"22937","535.3923","9.03"
"22938","542.5144","9.03"
"22939","549.2084","9.03"
"22940","549.5226","9.03"
"22941","581.4893","9.03"
"22942","587.4799","9.03"
"22943","595.5060","9.03"
"22944","597.4843","9.03"
"22945","598.5407","9.03"
"22946","599.4784","9.03"
"22947","611.4812","9.03"
"22948","615.4411","9.03"
"22949","631.4139","9.03"
"22950","632.4165","9.03"
"22951","632.5389","9.03"
"22952","643.4133","9.03"
"22953","653.4878","9.03"
"22954","663.5320","9.03"
"22955","682.5951","9.03"
"22956","700.5867","9.03"
"22957","701.5691","9.03"
"22958","763.5689","9.03"
"22959","779.5424","9.03"
"22960","784.5843","9.03"
"22961","828.5226","9.03"
"22962","840.6529","9.03"
"22963","856.6276","9.03"
"22964","864.7129","9.03"
"22965","970.7184","9.03"
"22966","992.7003","9.03"
"22967","1008.6738","9.03"
"22968","399.3984","9.04"
"22969","537.4867","9.04"
"22970","548.5054","9.04"
"22971","553.4591","9.04"
"22972","569.4334","9.04"
"22973","571.5077","9.04"
"22974","575.4423","9.04"
"22975","593.4564","9.04"
"22976","616.5641","9.04"
"22977","648.5337","9.04"
"22978","656.6158","9.04"
"22979","684.6135","9.04"
"22980","749.5538","9.04"
"22981","758.6135","9.04"
"22982","804.6322","9.04"
"22983","818.6711","9.04"
"22984","831.5553","9.04"
"22985","397.4040","9.05"
"22986","414.4306","9.05"
"22987","435.3601","9.05"
"22988","594.5822","9.05"
"22989","634.5473","9.05"
"22990","634.5656","9.05"
"22991","964.7286","9.05"
"22992","305.2465","9.06"
"22993","341.2964","9.06"
"22994","419.3859","9.06"
"22995","601.5185","9.06"
"22996","654.6026","9.06"
"22997","749.5945","9.06"
"22998","776.6254","9.06"
"22999","782.6495","9.06"
"23000","878.6120","9.06"
"23001","903.5624","9.06"
"23002","247.2418","9.07"
"23003","265.2524","9.07"
"23004","297.2784","9.07"
"23005","308.2655","9.07"
"23006","337.2733","9.07"
"23007","339.2890","9.07"
"23008","529.4977","9.07"
"23009","531.5139","9.07"
"23010","565.5192","9.07"
"23011","582.5457","9.07"
"23012","582.5818","9.07"
"23013","587.5012","9.07"
"23014","596.5609","9.07"
"23015","603.4752","9.07"
"23016","604.5650","9.07"
"23017","609.4840","9.07"
"23018","619.5293","9.07"
"23019","623.5720","9.07"
"23020","625.4583","9.07"
"23021","631.4914","9.07"
"23022","631.9961","9.07"
"23023","636.9813","9.07"
"23024","645.5555","9.07"
"23025","650.5712","9.07"
"23026","664.5864","9.07"
"23027","677.4675","9.07"
"23028","678.5855","9.07"
"23029","682.5761","9.07"
"23030","687.5346","9.07"
"23031","692.6179","9.07"
"23032","710.5017","9.07"
"23033","712.6593","9.07"
"23034","777.4858","9.07"
"23035","796.6203","9.07"
"23036","804.2625","9.07"
"23037","845.4730","9.07"
"23038","892.5327","9.07"
"23039","913.4617","9.07"
"23040","583.4722","9.08"
"23041","585.5538","9.08"
"23042","636.1391","9.08"
"23043","654.5447","9.08"
"23044","657.4850","9.08"
"23045","745.4555","9.08"
"23046","798.6421","9.08"
"23047","499.4513","9.09"
"23048","551.5034","9.09"
"23049","580.5297","9.09"
"23050","713.6089","9.09"
"23051","821.6897","9.09"
"23052","844.6867","9.09"
"23053","887.5675","9.09"
"23054","593.5441","9.10"
"23055","614.5711","9.10"
"23056","682.6323","9.10"
"23057","730.6350","9.10"
"23058","759.6404","9.10"
"23059","831.6738","9.10"
"23060","866.6688","9.10"
"23061","869.5564","9.10"
"23062","423.3618","9.11"
"23063","543.4915","9.11"
"23064","599.4589","9.11"
"23065","609.9828","9.11"
"23066","667.4666","9.11"
"23067","686.5710","9.11"
"23068","708.5106","9.11"
"23069","734.6041","9.11"
"23070","751.5685","9.11"
"23071","767.5433","9.11"
"23072","852.6525","9.11"
"23073","882.6441","9.11"
"23074","909.5492","9.11"
"23075","925.5215","9.11"
"23076","932.7030","9.11"
"23077","559.4714","9.12"
"23078","569.5151","9.12"
"23079","571.4526","9.12"
"23080","607.3904","9.12"
"23081","663.4533","9.12"
"23082","680.4799","9.12"
"23083","680.6183","9.12"
"23084","685.4351","9.12"
"23085","691.5257","9.12"
"23086","694.4954","9.12"
"23087","700.5877","9.12"
"23088","701.4090","9.12"
"23089","705.5428","9.12"
"23090","721.5064","9.12"
"23091","730.2448","9.12"
"23092","736.5424","9.12"
"23093","743.5940","9.12"
"23094","820.6220","9.12"
"23095","860.6312","9.12"
"23096","898.5177","9.12"
"23097","962.7132","9.12"
"23098","341.2843","9.13"
"23099","341.3053","9.13"
"23100","514.4828","9.13"
"23101","593.4345","9.13"
"23102","609.4084","9.13"
"23103","668.5568","9.13"
"23104","675.4720","9.13"
"23105","695.5685","9.13"
"23106","704.5610","9.13"
"23107","761.5525","9.13"
"23108","804.5781","9.13"
"23109","984.6953","9.13"
"23110","285.2424","9.14"
"23111","359.2943","9.14"
"23112","423.4202","9.14"
"23113","440.4464","9.14"
"23114","445.4025","9.14"
"23115","552.5729","9.14"
"23116","632.5607","9.14"
"23117","682.5402","9.14"
"23118","690.5723","9.14"
"23119","702.6004","9.14"
"23120","716.6391","9.14"
"23121","737.5667","9.14"
"23122","780.6325","9.14"
"23123","845.4739","9.14"
"23124","994.7385","9.14"
"23125","1016.7203","9.14"
"23126","216.9223","9.15"
"23127","323.2738","9.15"
"23128","446.9126","9.15"
"23129","449.3764","9.15"
"23130","475.4509","9.15"
"23131","503.4812","9.15"
"23132","521.4928","9.15"
"23133","539.5035","9.15"
"23134","553.5192","9.15"
"23135","556.5301","9.15"
"23136","556.6877","9.15"
"23137","563.4930","9.15"
"23138","570.5456","9.15"
"23139","575.5390","9.15"
"23140","585.5644","9.15"
"23141","597.5216","9.15"
"23142","597.5566","9.15"
"23143","613.4969","9.15"
"23144","620.5986","9.15"
"23145","631.4891","9.15"
"23146","644.5977","9.15"
"23147","651.4172","9.15"
"23148","666.5798","9.15"
"23149","669.4364","9.15"
"23150","669.9380","9.15"
"23151","676.5545","9.15"
"23152","680.4289","9.15"
"23153","680.9294","9.15"
"23154","691.4191","9.15"
"23155","698.6290","9.15"
"23156","705.5766","9.15"
"23157","718.5744","9.15"
"23158","753.6367","9.15"
"23159","776.6605","9.15"
"23160","790.6554","9.15"
"23161","808.6653","9.15"
"23162","830.6478","9.15"
"23163","924.2695","9.15"
"23164","214.9177","9.16"
"23165","433.4022","9.16"
"23166","525.4875","9.16"
"23167","542.1799","9.16"
"23168","554.5519","9.16"
"23169","568.5301","9.16"
"23170","573.4854","9.16"
"23171","587.4683","9.16"
"23172","587.9698","9.16"
"23173","589.4593","9.16"
"23174","592.5647","9.16"
"23175","600.5338","9.16"
"23176","612.5331","9.16"
"23177","613.4622","9.16"
"23178","621.4626","9.16"
"23179","624.5563","9.16"
"23180","629.5117","9.16"
"23181","635.4443","9.16"
"23182","642.5798","9.16"
"23183","645.4852","9.16"
"23184","647.4663","9.16"
